selection_manual_fix,weighted_votes
Van Gogh,1
Variety,1
Vengeance,1
Vidas Secas,1
Vision In Meditation 1,1
Voluptuous Sleep,1
Vredens Dag,1
"Wait Till The Sun Shines, Nellie",1
Wall-E,1
War And Peace: 1956,1
Warm Broth,1
Warnung Vor Einer Heiligen Nutte,1
Water And Power,1
Weather Diary 1,1
Week End,1
Weekend,1
Welcome To The Dollhouse,1
West Side Story,1
What Goes Up?,1
What Now? Remind Me,1
"What's Opera, Doc?",1
What's Wrong With This Picture?,1
When Tomorrow Comes,1
Who's Afraid Of Virginia Woolf?,1
Whoopee!,1
Wild Strawberries,1
Wings Of Desire,1
Witness,1
Witness For The Prosecution,1
Woman's Revenge,1
Woodstock  3 Days Of Peace & Music,1
Working Girls: 1931,1
Xala,1
Y Tu Mamá También,1
Yabu No Naka No Kuroneko,1
Yeelen,1
Yol,1
Young Frankenstein,1
Yourself And Yours,1
Zacharovannaya Desna,1
Zapruder Kennedy Assassination Film,1
Zéro De Conduite,1
Zodiac,1
Zombi 2,1
Zorns Lemma,1
Zui Quan Ii,1
Zuihaode Shiguang,1
回路,1
(Tie) The Passion Of Joan Of Arc & Mother Joan Of The Angels,0.5
2046,0.5
3 Faces,0.5
A Colour Box,0.5
Agarrando Pueblo (The Vampires Of Poverty),0.5
"Ai Yo Jinrui To Tomo (Love, Be With Humanity)",0.5
Araya,0.5
Ash Is Purest White,0.5
Astenichesky Sindrom,0.5
Battling Butler,0.5
Beychella,0.5
Bouquets,0.5
Breaking The Waves,0.5
Canoa,0.5
Casque D'or,0.5
Dante Quartet,0.5
Death In Venice,0.5
Dema Dirîreskan (Blackberry Season),0.5
Der Blaue Engel,0.5
Diablo Nunca Duerme (The Devil Never Sleeps),0.5
"Diaries, Notes & Sketches: Walden",0.5
Dodes'ka-Den,0.5
Dog Star Man,0.5
Dolgie Provody,0.5
Dong,0.5
Eega,0.5
El Lugar Sin Limites,0.5
Empire,0.5
Enamorada,0.5
Five Year Diary,0.5
Funny Girl,0.5
Gammelion,0.5
Ginger Snaps,0.5
Hightide,0.5
Histoires D'amérique,0.5
Hours For Jerome I & Ii,0.5
I Hired A Contract Killer,0.5
I Pugni In Tasca,0.5
I'm Your Man,0.5
In The Stone House,0.5
Insan,0.5
It's Such A Beautiful Day,0.5
Kes,0.5
Kurak Günler,0.5
L' Amour À Mort,0.5
L'eau De La Seine,0.5
L'homme Atlantique,0.5
La Batalla De Chile: La Lucha De Un Pueblo Sin Armas: La Insur Eccion De La Burguesia,0.5
Land Of Silence And Darkness,0.5
Language Lessons,0.5
Le Plaisir,0.5
Le Voyage Dans La Lune,0.5
Listen To Britain,0.5
Loves Of A Blonde,0.5
Macario,0.5
Manakamana,0.5
Me And You And Everyone We Know,0.5
Miss Universo En El Perú,0.5
Monangambee,0.5
My Survival As An Aboriginal,0.5
On The Waterfront,0.5
Opção As Rosas Da Estrada,0.5
Outer And Inner Space,0.5
Passacaglia Y Fuga,0.5
Passing,0.5
Point Break,0.5
Poosteh,0.5
Porco Rosso,0.5
Promising Young Woman,0.5
Qabyo 2,0.5
Recreation I And Ii,0.5
Republic Steel Strike Riot Newsreel Footage,0.5
Rocky,0.5
Seven Songs From The Tundra,0.5
Sommarnattens Leende,0.5
Summer Holiday,0.5
Sweet Movie,0.5
Sylvester,0.5
Tambaku Chaakila Oob Ali (Tobacco Embers),0.5
Tavaszi Zápor,0.5
The Automat,0.5
The Big Sleep,0.5
The Dreams Of The Centenarians,0.5
The Interview,0.5
The Mortal Storm,0.5
The Peanut Butter Falcon,0.5
The Power Of The Dog,0.5
The Red Balloon,0.5
The River: 1929,0.5
The Shawshank Redemption,0.5
The Tale Of The Princess Kaguya,0.5
The Trial Of The Chicago 7,0.5
The Underground Railroad,0.5
The Wedding March,0.5
The Wonders,0.5
There Is No Evil,0.5
Timeless Bottomless Bad Movie,0.5
Tres Tristes Tigres,0.5
Under Snow,0.5
Uski Roti,0.5
Vice,0.5
Vietnam War,0.5
Yawar Mallku,0.5
Ze Soboty Na Nedeli,0.5
